Unnamed: 0,Title,Author,Published,Link
,Perturbation of the T cell receptor repertoire occurs with increasing age in dogs,"Aspinall, R.",1 Feb 2018,https://pureportal.coventry.ac.uk/en/publications/perturbation-of-the-t-cell-receptor-repertoire-occurs-with-increa
,Polymorphisms in the canine IL7R 3′UTR are associated with thymic output in Labrador retriever dogs and influence post-transcriptional regulation by microRNA 185,"Aspinall, R.",1 Apr 2018,https://pureportal.coventry.ac.uk/en/publications/polymorphisms-in-the-canine-il7r-3utr-are-associated-with-thymic-
,The Burden of Chikungunya Virus Infection: The Need for Systematic and Geriatric-Specific Epidemiological Monitoring,"Aspinall, R.",1 Mar 2018,https://pureportal.coventry.ac.uk/en/publications/the-burden-of-chikungunya-virus-infection-the-need-for-systematic
,"Vaccination choices for older people, looking beyond age specific approaches","Aspinall, R.",2 Jan 2018,https://pureportal.coventry.ac.uk/en/publications/vaccination-choices-for-older-people-looking-beyond-age-specific-
,A qualitative analysis of the effectiveness of telehealthcare devices (i) are they meeting the needs of end-users?,"Aspinall, R.",4 Jul 2017,https://pureportal.coventry.ac.uk/en/publications/a-qualitative-analysis-of-the-effectiveness-of-telehealthcare-dev-2
,A qualitative analysis of the effectiveness of telehealthcare devices (II) barriers to uptake of telehealthcare devices,"Aspinall, R.",6 Jul 2017,https://pureportal.coventry.ac.uk/en/publications/a-qualitative-analysis-of-the-effectiveness-of-telehealthcare-dev
,Chikungunya Virus Infection: Why Should U.S. Geriatricians Be Aware of It?,"Aspinall, R.",1 Nov 2017,https://pureportal.coventry.ac.uk/en/publications/chikungunya-virus-infection-why-should-us-geriatricians-be-aware-
,Vitamin D Status and the Host Resistance to Infections: What It Is Currently (Not) Understood,"Aspinall, R.",1 May 2017,https://pureportal.coventry.ac.uk/en/publications/vitamin-d-status-and-the-host-resistance-to-infections-what-it-is
,An age-associated decline in thymic output differs in dog breeds according to their longevity,"Aspinall, R.",8 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/an-age-associated-decline-in-thymic-output-differs-in-dog-breeds-
,Zinc supplementation induces regulatory T cells by inhibition of Sirt-1 deacetylase in mixed lymphocyte cultures,"Aspinall, R.",1 Mar 2016,https://pureportal.coventry.ac.uk/en/publications/zinc-supplementation-induces-regulatory-t-cells-by-inhibition-of-
,Can we translate vitamin D immunomodulating effect on innate and adaptive immunity to vaccine response?,"Aspinall, R.",20 Mar 2015,https://pureportal.coventry.ac.uk/en/publications/can-we-translate-vitamin-d-immunomodulating-effect-on-innate-and-
,MARK-AGE biomarkers of ageing,"Aspinall, R.",1 Nov 2015,https://pureportal.coventry.ac.uk/en/publications/mark-age-biomarkers-of-ageing
,Cellular signalling pathways in immune aging and regeneration,"Aspinall, R.",2014,https://pureportal.coventry.ac.uk/en/publications/cellular-signalling-pathways-in-immune-aging-and-regeneration
,Protection versus pathology in aviremic and high viral load HIV-2 infection - The pivotal role of immune activation and T-cell kinetics,"Aspinall, R.",1 Sept 2014,https://pureportal.coventry.ac.uk/en/publications/protection-versus-pathology-in-aviremic-and-high-viral-load-hiv-2
,Vaccination in the elderly: What can be recommended?,"Aspinall, R.",2014,https://pureportal.coventry.ac.uk/en/publications/vaccination-in-the-elderly-what-can-be-recommended
,Vaccine responsiveness in the elderly: Best practice for the clinic,"Aspinall, R.",2014,https://pureportal.coventry.ac.uk/en/publications/vaccine-responsiveness-in-the-elderly-best-practice-for-the-clini
,A respiratory monitoring device based on clavicular motion,"Aspinall, R.",Aug 2013,https://pureportal.coventry.ac.uk/en/publications/a-respiratory-monitoring-device-based-on-clavicular-motion
,A Simple Model System Enabling Human CD34+ Cells to Undertake Differentiation Towards T Cells,"Aspinall, R.",23 Jul 2013,https://pureportal.coventry.ac.uk/en/publications/a-simple-model-system-enabling-human-cd34supsup-cells-to-undertak
,Dose response kinetics of CD8 lymphocytes from young animals transfused into old animals and challenged with influenza,"Aspinall, R.",16 Aug 2013,https://pureportal.coventry.ac.uk/en/publications/dose-response-kinetics-of-cd8-lymphocytes-from-young-animals-tran
,How important is vitamin D in preventing infections?,"Aspinall, R.",May 2013,https://pureportal.coventry.ac.uk/en/publications/how-important-is-vitamin-d-in-preventing-infections
,Immune Senescence and Vaccination in the Elderly,"Aspinall, R.",1 Oct 2013,https://pureportal.coventry.ac.uk/en/publications/immune-senescence-and-vaccination-in-the-elderly
,Measuring the TREC ratio in dried blood spot samples: Intra- and inter-filter paper cards reproducibility,"Aspinall, R.",29 Mar 2013,https://pureportal.coventry.ac.uk/en/publications/measuring-the-trec-ratio-in-dried-blood-spot-samples-intra-and-in
,"Reversing T cell immunosenescence: Why, who, and how","Aspinall, R.",Jun 2013,https://pureportal.coventry.ac.uk/en/publications/reversing-t-cell-immunosenescence-why-who-and-how
,Saurons-nous jamais ce qui provoque le vieillissement?,"Aspinall, R.",Dec 2013,https://pureportal.coventry.ac.uk/en/publications/saurons-nous-jamais-ce-qui-provoque-le-vieillissement
,The avalanche is coming... and just now it's starting to snow,"Aspinall, R.",2013,https://pureportal.coventry.ac.uk/en/publications/the-avalanche-is-coming-and-just-now-its-starting-to-snow
,Comparison of manual and automated DNA purification for measuring TREC in dried blood spot (DBS) samples with qPCR,"Aspinall, R.",31 Oct 2012,https://pureportal.coventry.ac.uk/en/publications/comparison-of-manual-and-automated-dna-purification-for-measuring
,Effectiveness of influenza vaccine in aging and older adults: Comprehensive analysis of the evidence,"Aspinall, R.",2012,https://pureportal.coventry.ac.uk/en/publications/effectiveness-of-influenza-vaccine-in-aging-and-older-adults-comp
,Efficacité des vaccins antigrippes chez la personne âgée,"Aspinall, R.",Jun 2012,https://pureportal.coventry.ac.uk/en/publications/efficacit%C3%A9-des-vaccins-antigrippes-chez-la-personne-%C3%A2g%C3%A9e
,Immunosenescence and herd immunity: With an ever-increasing aging population do we need to rethink vaccine schedules?,"Aspinall, R.",Feb 2012,https://pureportal.coventry.ac.uk/en/publications/immunosenescence-and-herd-immunity-with-an-ever-increasing-aging-
,"Immunosenescence and the 3Rs: Restoration, replacement and reprogramming immunosenescence and its correction","Aspinall, R.",1 Jan 2012,https://pureportal.coventry.ac.uk/en/publications/immunosenescence-and-the-3rs-restoration-replacement-and-reprogra
,"Immunotherapy of immunosenesence; who, how and when?","Aspinall, R.",2012,https://pureportal.coventry.ac.uk/en/publications/immunotherapy-of-immunosenesence-who-how-and-when
,L'immunosénescence,"Aspinall, R.",Aug 2012,https://pureportal.coventry.ac.uk/en/publications/limmunos%C3%A9nescence
,Immunosenescence: Implications for vaccination programmes in adults,"Aspinall, R.",Apr 2011,https://pureportal.coventry.ac.uk/en/publications/immunosenescence-implications-for-vaccination-programmes-in-adult
,Interleukin 7 from maternal milk crosses the intestinal barrier and modulates T-cell development in offspring,"Aspinall, R.",30 Jun 2011,https://pureportal.coventry.ac.uk/en/publications/interleukin-7-from-maternal-milk-crosses-the-intestinal-barrier-a
,Real time-PCR assay estimating the naive T-cell pool in whole blood and dried blood spot samples: Pilot study in young adults,"Aspinall, R.",30 Jun 2011,https://pureportal.coventry.ac.uk/en/publications/real-time-pcr-assay-estimating-the-naive-t-cell-pool-in-whole-blo
,Thymic function and T cell parameters in a natural human experimental model of seasonal infectious diseases and nutritional burden,"Aspinall, R.",15 Jun 2011,https://pureportal.coventry.ac.uk/en/publications/thymic-function-and-t-cell-parameters-in-a-natural-human-experime
,Vaccine effectiveness in older individuals: What has been learned from the influenza-vaccine experience,"Aspinall, R.",Jul 2011,https://pureportal.coventry.ac.uk/en/publications/vaccine-effectiveness-in-older-individuals-what-has-been-learned-
,Immune senescence,"Aspinall, R.",Aug 2010,https://pureportal.coventry.ac.uk/en/publications/immune-senescence
,Immunity in the Elderly: The Role of the Thymus,"Aspinall, R.",Jan 2010,https://pureportal.coventry.ac.uk/en/publications/immunity-in-the-elderly-the-role-of-the-thymus
,Immunological pathogenesis of main age-related diseases and frailty: Role of immunosenescence,"Aspinall, R.",May 2010,https://pureportal.coventry.ac.uk/en/publications/immunological-pathogenesis-of-main-age-related-diseases-and-frail
,Influenza vaccine effectiveness in aged individuals: The role played by cell-mediated immunity,"Aspinall, R.",Sept 2010,https://pureportal.coventry.ac.uk/en/publications/influenza-vaccine-effectiveness-in-aged-individuals-the-role-play
,Tracing thymic output in older individuals,"Aspinall, R.",Sept 2010,https://pureportal.coventry.ac.uk/en/publications/tracing-thymic-output-in-older-individuals
,B-cell responses to vaccination at the extremes of age,"Aspinall, R.",1 Mar 2009,https://pureportal.coventry.ac.uk/en/publications/b-cell-responses-to-vaccination-at-the-extremes-of-age
,Influenza control in the 21st century: Optimizing protection of older adults,"Aspinall, R.",13 Aug 2009,https://pureportal.coventry.ac.uk/en/publications/influenza-control-in-the-21st-century-optimizing-protection-of-ol
,Interleukin-7 and immunorejuvenation,"Aspinall, R.",2009,https://pureportal.coventry.ac.uk/en/publications/interleukin-7-and-immunorejuvenation
,"Reversal of age-associated thymic atrophy: Treatments, delivery, and side effects","Aspinall, R.",Jul 2008,https://pureportal.coventry.ac.uk/en/publications/reversal-of-age-associated-thymic-atrophy-treatments-delivery-and
,"Zinc, metallothioneins, longevity: Effect of zinc supplementation on antioxidant response: A zincage study",,28 Apr 2008,https://pureportal.coventry.ac.uk/en/publications/zinc-metallothioneins-longevity-effect-of-zinc-supplementation-on
,Challenges for vaccination in the elderly,"Aspinall, R.",11 Dec 2007,https://pureportal.coventry.ac.uk/en/publications/challenges-for-vaccination-in-the-elderly
,Active HHV-6 Infection of Cerebellar Purkinje Cells in Mood Disorders,"Aspinall, R.",21 Aug 2018,https://pureportal.coventry.ac.uk/en/publications/active-hhv-6-infection-of-cerebellar-purkinje-cells-in-mood-disor
,Interventions to restore appropriate immune function in the elderly,"Aspinall, R.",25 Jan 2018,https://pureportal.coventry.ac.uk/en/publications/interventions-to-restore-appropriate-immune-function-in-the-elder
,Perturbation of the T cell receptor repertoire occurs with increasing age in dogs,"Aspinall, R.",1 Feb 2018,https://pureportal.coventry.ac.uk/en/publications/perturbation-of-the-t-cell-receptor-repertoire-occurs-with-increa
,Polymorphisms in the canine IL7R 3′UTR are associated with thymic output in Labrador retriever dogs and influence post-transcriptional regulation by microRNA 185,"Aspinall, R.",1 Apr 2018,https://pureportal.coventry.ac.uk/en/publications/polymorphisms-in-the-canine-il7r-3utr-are-associated-with-thymic-
,The Burden of Chikungunya Virus Infection: The Need for Systematic and Geriatric-Specific Epidemiological Monitoring,"Aspinall, R.",1 Mar 2018,https://pureportal.coventry.ac.uk/en/publications/the-burden-of-chikungunya-virus-infection-the-need-for-systematic
,"Vaccination choices for older people, looking beyond age specific approaches","Aspinall, R.",2 Jan 2018,https://pureportal.coventry.ac.uk/en/publications/vaccination-choices-for-older-people-looking-beyond-age-specific-
,A qualitative analysis of the effectiveness of telehealthcare devices (i) are they meeting the needs of end-users?,"Aspinall, R.",4 Jul 2017,https://pureportal.coventry.ac.uk/en/publications/a-qualitative-analysis-of-the-effectiveness-of-telehealthcare-dev-2
,A qualitative analysis of the effectiveness of telehealthcare devices (II) barriers to uptake of telehealthcare devices,"Aspinall, R.",6 Jul 2017,https://pureportal.coventry.ac.uk/en/publications/a-qualitative-analysis-of-the-effectiveness-of-telehealthcare-dev
,Chikungunya Virus Infection: Why Should U.S. Geriatricians Be Aware of It?,"Aspinall, R.",1 Nov 2017,https://pureportal.coventry.ac.uk/en/publications/chikungunya-virus-infection-why-should-us-geriatricians-be-aware-
,Vitamin D Status and the Host Resistance to Infections: What It Is Currently (Not) Understood,"Aspinall, R.",1 May 2017,https://pureportal.coventry.ac.uk/en/publications/vitamin-d-status-and-the-host-resistance-to-infections-what-it-is
,An age-associated decline in thymic output differs in dog breeds according to their longevity,"Aspinall, R.",8 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/an-age-associated-decline-in-thymic-output-differs-in-dog-breeds-
,Zinc supplementation induces regulatory T cells by inhibition of Sirt-1 deacetylase in mixed lymphocyte cultures,"Aspinall, R.",1 Mar 2016,https://pureportal.coventry.ac.uk/en/publications/zinc-supplementation-induces-regulatory-t-cells-by-inhibition-of-
,Can we translate vitamin D immunomodulating effect on innate and adaptive immunity to vaccine response?,"Aspinall, R.",20 Mar 2015,https://pureportal.coventry.ac.uk/en/publications/can-we-translate-vitamin-d-immunomodulating-effect-on-innate-and-
,MARK-AGE biomarkers of ageing,"Aspinall, R.",1 Nov 2015,https://pureportal.coventry.ac.uk/en/publications/mark-age-biomarkers-of-ageing
,Cellular signalling pathways in immune aging and regeneration,"Aspinall, R.",2014,https://pureportal.coventry.ac.uk/en/publications/cellular-signalling-pathways-in-immune-aging-and-regeneration
,Protection versus pathology in aviremic and high viral load HIV-2 infection - The pivotal role of immune activation and T-cell kinetics,"Aspinall, R.",1 Sept 2014,https://pureportal.coventry.ac.uk/en/publications/protection-versus-pathology-in-aviremic-and-high-viral-load-hiv-2
,Vaccination in the elderly: What can be recommended?,"Aspinall, R.",2014,https://pureportal.coventry.ac.uk/en/publications/vaccination-in-the-elderly-what-can-be-recommended
,Vaccine responsiveness in the elderly: Best practice for the clinic,"Aspinall, R.",2014,https://pureportal.coventry.ac.uk/en/publications/vaccine-responsiveness-in-the-elderly-best-practice-for-the-clini
